city,house_type,adjusted_occupancy_rate,adj_airbnb_yroi,rent_yroi,roi_ratio,house_price,annual_airbnb_rent,adj_airbnb_new,annual_rent,service_cost,service_cost_new,local_annual_taxes,price_per_night,buy_eur_m2,rent_eur_m2,house_size,number_airbnb_house,airbnb_yroi_original
Torrenova,3BR_1BT,0.3095426971535231,0.1679264087245555,0.07970046082949309,2.1069691062867038,79856,21480.25,15111.487546663557,7562.4,6508.51575,503.7162515554519,1197.84,133.75,868,6.85,92,4,0.1724841495942697
Canicattì,1BR_1BT,0.290410639290714,0.4971710312616362,0.07803167420814477,6.371400284651878,28509,22885.5,15104.983376108261,2652.24,6934.3065,503.49944587027534,427.635,142.5,663,5.14,43,10,0.5445143112701253
Catania,1BR_3.5BT,0.34631357909472704,0.6915881831395917,0.06981774960380349,9.905621236206613,82661,76766.8,60421.330144657026,7011.12,23260.3404,2014.044338155234,1239.915,478,1262,8.92,65.5,1,0.6322999310436602
Taormina,3BR_3BT,0.49937004199720014,0.27594049277172694,0.04301516195727084,6.414958824189311,319220,84654.04444444443,96076.57665785242,18519.6,25650.17546666666,3202.5525552617473,4788.3,527.1111111111111,2902,14.03,110,18,0.16983763228424836
Scicli,3BR_3.5BT,0.35060662622491834,0.32464842313754366,0.09802752293577982,3.3118089023857986,149766,66038.72,52621.847316845546,16927.68,20009.73216,1754.061577228185,2246.49,411.2,1308,12.32,114.5,5,0.29233936834795615
Acireale,2BR_2BT,0.33604759682687824,0.16897389605942004,0.052812500000000005,3.199505724202036,97920,24400.72608695652,18635.921278074216,6640.200000000001,7393.420004347826,621.1973759358073,1468.8,151.93478260869566,1152,6.51,85,46,0.15868572388285024
Geraci Siculo,5BR_2BT,0.2565328978068129,0.5294412477764641,0.24620000000000003,2.1504518593682533,39900,38544,22472.28184787681,10421.880000000001,11678.832,749.0760615958936,598.5,240,300,6.53,133,1,0.6583124812030074
Vittoria,4BR_1BT,0.2985300979934671,0.1813584790849334,0.07412000000000002,2.4468224377352046,81000,24250.6,16453.486350909938,7218.720000000001,7347.931799999999,548.4495450303313,1215,151,750,5.57,108,1,0.19367491604938272
Modica,3BR_1.5BT,0.3198086794213719,0.09226432133192454,0.05420245398773006,1.7022166810530504,94377,14408.114285714284,10472.363642423838,6531.12,4365.658628571428,349.0787880807946,1415.655,89.71428571428571,978,5.64,96.5,7,0.09140787116715783
Cammarata,1BR_2BT,0.2917172188520765,0.11656857579604149,0.0645864106351551,1.804846788197143,35204,7227,4791.455319645357,2801.76,2189.781,159.7151773215119,528.06,45,677,4.49,52,2,0.12808655266446994
Borgetto,5BR_4BT,0.29451703219785347,0.21277157216249404,0.09362800565770864,2.2725206060712027,106757,37580.4,25154.699720018663,11596.800000000001,11386.8612,838.4899906672888,1601.355,234,707,6.4,151,1,0.23035663984563076
Avola,1BR_1BT,0.32895473635090994,0.243015782666975,0.06384758364312268,3.8061860574914856,46268,16518.354744525546,12349.525068036826,3648.12,5005.061487591241,411.6508356012275,694.02,102.85401459854015,1076,7.07,43,274,0.23383922488403014
Avola,4BR_4.5BT,0.32895473635090994,0.8177889917885858,0.06384758364312268,12.808456407052667,150102,172966.2,129313.75163322446,11835.18,52408.7586,4310.458387774149,2251.5299999999997,1077,1076,7.07,139.5,2,0.7881701203181837
Santa Venerina,5BR_4BT,0.31411572561829215,0.32757587271734984,0.07385496183206106,4.435394245578587,138467,68736.8,49071.1586560896,12303.48,20827.2504,1635.70528853632,2077.005,428,917,6.79,151,1,0.33099976600922965
Avola,1BR_2BT,0.32895473635090994,0.15855718730198698,0.06384758364312268,2.4833702116002616,55952,13436.866666666669,10045.729390262872,4411.68,4071.3706000000006,334.85764634209573,839.28,83.66666666666667,1076,7.07,52,3,0.152384473596416
Augusta,3BR_4BT,0.31616892207186187,0.3277616324391601,0.06666134185303514,4.916817203616445,111741,55139.33333333333,39621.23541763882,9124.92,16707.217999999997,1320.7078472546273,1676.115,343.3333333333333,939,6.39,119,3,0.3289392464120899
Modica,1BR_1.5BT,0.3198086794213719,0.18083806840226366,0.05420245398773006,3.3363446688816043,46455,12948.375,9411.369794097061,3214.7999999999997,3923.357625,313.71232646990205,696.8249999999999,80.625,978,5.64,47.5,8,0.17927440264772357
Malfa,6BR_6BT,0.4831311245916939,0.7763904745423249,0.01750733137829912,44.34659159446111,504680,376285.8,413171.32209519367,16405.8,114014.5974,13772.377403173123,7570.2,2343,2728,7.39,185,1,0.5046782170880557
Augusta,5BR_6BT,0.31616892207186187,0.3217223957717798,0.06666134185303513,4.82622141752059,158691,76927.4,55277.39349043397,12958.919999999998,23309.0022,1842.5797830144656,2380.365,479,939,6.39,169,1,0.32287926095367725
Cinisi,4BR_2BT,0.31794213719085396,0.10643572079257879,0.05151356993736952,2.0661686022145997,112086,19486.13333333333,14080.59744905895,7455.24,5904.2984,469.35324830196504,1681.29,121.33333333333333,958,5.31,117,3,0.10617333951905975
Furci Siculo,1BR_1BT,0.33623425104993,0.18199921990431206,0.10000866551126518,1.819834501079422,49622,13233.440000000002,10112.581334577695,5706.960000000001,4009.7323200000005,337.08604448592314,744.3299999999999,82.4,1154,11.06,43,5,0.17087940187819922
Pachino,3BR_2BT,0.32391507232851147,0.18235949877818927,0.06730919765166339,2.7092805313462636,103222,28626.95,21074.319499533365,8496.119999999999,8673.96585,702.4773166511121,1548.33,178.25,1022,7.01,101,32,0.1783016619519095
Sant'Agata li Battiati,2BR_1.5BT,0.37449836677554826,0.0794559708102932,0.04446291560102302,1.787016657280681,125902,14454,12302.27134857676,7486.5,4379.562,410.07571161922533,1888.53,90,1564,7.75,80.5,1,0.06501809343775318
Fiumefreddo di Sicilia,2BR_1BT,0.3029164722351843,0.11594027904310819,0.05170012547051442,2.242553146398671,60572,11917.858333333332,8204.808188481878,4040.1599999999994,3611.1110749999993,273.4936062827293,908.5799999999999,74.20833333333333,797,4.43,76,24,0.12213840154416782
Spadafora,3BR_2BT,0.30123658422771815,0.0653776780847912,0.21221437740693194,0.30807374544386384,78679,9555.7,6542.105517965469,17877,2895.3771,218.0701839321823,1180.185,59.5,779,14.75,101,2,0.0696518499218343
Santa Venerina,6BR_4.5BT,0.31411572561829215,0.2387045917129661,0.07385496183206107,3.2320725079481716,157265.5,57816,41274.80634624359,13973.82,17518.248,1375.8268782081195,2358.9825,360,917,6.79,171.5,1,0.24124025612737696
Prizzi,1BR_1BT,0.25727951469902005,0.8280644079330581,0.20318181818181819,4.07548478177344,13244,19753.8,11550.563812412505,2889.6,5985.4014,385.0187937470835,198.66,123,308,5.6,43,2,1.0245951827242525
Calatabiano,6BR_2BT,0.2982501166588894,0.31591115234750206,0.09648594377510039,3.274167614340396,111303,56210,38101.45240317312,12408.72,17031.63,1270.048413439104,1669.5449999999998,350,747,6.94,149,1,0.3369974304376342
Petrosino,1BR_1BT,0.3199020065328978,0.13880558237462445,0.1157865168539326,1.1988060971704586,42097,9212.600000000002,6698.020966784034,5505.72,2791.4178000000006,223.26736555946778,631.4549999999999,57.36363636363637,979,10.67,43,11,0.1375330118535763
Carlentini,1BR_1.5BT,0.3048763415772282,0.12480985872049544,0.056735941320293394,2.1998376305400833,38855,8110.3,5619.633166122258,2787.2999999999997,2457.4209,187.3211055374086,582.8249999999999,50.5,818,4.89,47.5,2,0.13048652940419508
Mazara del Vallo,4BR_1BT,0.30030331311245917,0.087063303931525,0.17849804941482444,0.48775493187150937,83052,12848,8768.856742883807,16070.400000000001,3892.944,292.29522476279357,1245.78,80,769,12.4,108,1,0.0928246881471849
Noto,6BR_6BT,0.38831077928138125,0.28110587062238424,0.06462616822429906,4.349722076152584,316720,109930.7,97016.5358726085,25219.199999999997,33309.0021,3233.88452908695,4750.8,684.5,1712,11.36,185,2,0.22692251168224298
Palermo,11BR_10BT,0.3618058796080261,0.1887392206228659,0.058361344537815135,3.233976566468112,429828,110171.6,90592.57419505366,31532.760000000002,33381.9948,3019.7524731684553,6447.42,686,1428,8.73,301,1,0.16365193798449615
Letojanni,1BR_1BT,0.4118292113859076,0.12534815462315785,0.051415478615071286,2.4379458871051893,84452,13100.124731182794,12261.395538863717,5608.92,3969.3377935483863,408.71318462879054,1266.78,81.56989247311827,1964,10.87,43,93,0.09311806632920959
Biancavilla,2BR_1BT,0.29143723751749884,0.13065045051994867,0.10215133531157271,1.27898915977408,51224,11652.422222222222,7718.067597345362,6000.96,3530.6839333333332,257.26891991151206,768.36,72.55555555555556,674,6.58,76,9,0.14355337905842747
Zafferana Etnea,3BR_2BT,0.3214885674288381,0.11760556509243175,0.0560843373493976,2.0969413324751525,100596,18886.56,13799.575268315446,7150.800000000001,5722.6276800000005,459.9858422771815,1508.94,117.6,996,5.9,101,5,0.11585940116903257
Letojanni,4BR_5BT,0.4118292113859076,0.316392362363432,0.051415478615071286,6.153640321665482,282816,103587,96954.8920905273,18783.36,31386.861,3231.82973635091,4242.24,645,1964,10.87,144,1,0.2402901497793618
Aci Sant'Antonio,3BR_4.5BT,0.34986000933271116,0.5055258113938811,0.03872307692307692,13.054897791260338,160550,108726.2,86452.1576061596,8625.24,32944.0386,2881.7385868719866,2408.25,677,1300,5.82,123.5,1,0.45701595390843974
Porto Empedocle,2BR_2.5BT,0.31728884741017266,0.24805760278500744,0.038501577287066255,6.442790666353735,85114.5,32120,23162.085860942603,4553.76,9732.36,772.0695286980867,1276.7175,200,951,4.24,89.5,1,0.248029683543932
Santa Croce Camerina,4BR_2BT,0.3430471301913206,0.07324728788594008,0.0995232273838631,0.735981838726188,143559,16809.466666666667,13105.54386374242,16440.840000000004,5093.2684,436.8514621247473,2153.3849999999998,104.66666666666667,1227,11.71,117,3,0.06661242601764199
Roccalumera,2BR_1.5BT,0.3476201586560896,0.04649435283585398,0.05468652037617554,0.8501976815498665,102718,8270.9,6534.389932337844,7158.0599999999995,2506.0827,217.81299774459478,1540.77,51.5,1276,7.41,80.5,2,0.041122756478903406
Gibellina,3BR_2BT,0.2504666355576295,0.5174346257214854,0.2612553191489362,1.980570682377214,23735,22965.8,13073.10604293047,6556.92,6958.6374,435.77020143101566,356.025,143,235,5.41,101,1,0.6594117379397514
Nizza di Sicilia,3BR_1BT,0.3308212785814279,0.17600670209669828,0.10105839416058394,1.7416336718849883,100832,26499,19923.711502566497,11702.4,8029.197,664.1237167522165,1512.48,165,1096,10.6,92,1,0.1681740221358299
Taormina,6BR_6BT,0.49937004199720014,0.847806765805913,0.04301516195727085,19.70948677696675,536870,422217.4,479188.0017498833,31146.6,127931.8722,15972.933391662777,8053.049999999999,2629,2902,14.03,185,1,0.5331504420064449
Vittoria,6BR_6BT,0.2985300979934671,0.3645725029742762,0.07412,4.9186792090431215,138750,80300,54481.74288380774,12365.400000000001,24330.899999999998,1816.0580961269245,2081.25,500,750,5.57,185,1,0.38838090090090094
Gravina di Catania,2BR_1BT,0.3380074661689221,0.09670452653816738,0.05691815856777493,1.6990101045348664,89148,13410.1,10301.622550163323,6411.36,4063.2603,343.3874183387774,1337.22,83.5,1173,7.03,76,4,0.08984631960335622
Calatabiano,3BR_2BT,0.2982501166588894,0.16074330902891099,0.0964859437751004,1.66597643905094,75447,20235.6,13716.522865142324,8411.28,6131.386799999999,457.21742883807747,1131.705,126,747,6.94,101,4,0.1719420016700465
Leonforte,2BR_1BT,0.3112225851609893,0.03800010869752427,0.05664785553047405,0.6708128373382447,67336,5219.5,3691.8779164722355,4824.4800000000005,1581.5085,123.06259721574118,1010.04,32.5,886,5.29,76,2,0.03902743703219674
Polizzi Generosa,6BR_3BT,0.2831311245916939,0.2951888375857347,0.14971794871794872,1.9716329278718365,92430,46092.2,29659.40095660289,15224.880000000001,13965.936599999999,988.6466985534297,1386.45,287,585,8.03,158,1,0.33257398463702253
Roccalumera,2BR_2BT,0.3476201586560896,0.04968461383620177,0.05468652037617556,0.9085349277012532,108460,9186.32,7257.613672421839,7558.200000000001,2783.45496,241.9204557473946,1626.8999999999999,57.2,1276,7.41,85,5,0.044034344827586204
Canicattini Bagni,2BR_1.5BT,0.29498366775548296,0.11211293450544647,0.09404494382022473,1.1921208089587498,57316,11242,7536.83271115259,6250.02,3406.326,251.22775703841964,859.74,70,712,6.47,80.5,1,0.12171006350757206
Siracusa,3BR_4BT,0.34435370975268315,0.176386815802053,0.07221998388396453,2.4423546824027653,147679,37359.575,29238.42783189454,12880.559999999998,11319.951224999999,974.6142610631513,2215.185,232.625,1241,9.02,119,8,0.16132584033613445
Ragusa,3BR_2.5BT,0.3169155389640691,0.1891155106808015,0.08535902851108763,2.2155302605890896,99908.5,29289.425,21096.077067778817,10026.72,8874.695775,703.2025689259606,1498.6275,182.375,947,7.92,105.5,8,0.18933425809615798
Catania,6BR_5.5BT,0.34631357909472704,0.18615639087571972,0.06981774960380349,2.66631897951604,227791,60225,47401.67113859076,19320.72,18248.175,1580.055704619692,3416.865,375,1262,8.92,180.5,2,0.16927780289827077
Misterbianco,3BR_2BT,0.3196220251983201,0.11942281372243943,0.06774590163934427,1.7628049938460506,98576,18870.5,13707.789605692953,8156.76,5717.7615,456.9263201897651,1478.6399999999999,117.5,976,6.73,101,2,0.11842739104853109
Lipari,3BR_1.5BT,0.45989267382174526,0.08186133851163915,0.023192819685356993,3.5295983680381515,239223.5,22933.680000000004,23970.52594493701,9136.619999999999,6948.905040000001,799.0175314979003,3588.3525,142.8,2479,7.89,96.5,5,0.05181941765754619
San Marco d'Alunzio,3BR_3BT,0.25457302846476904,0.2396269458543103,0.2860752688172043,0.8376360069329396,30690,13972.2,8083.966518898741,9240,4233.5766,269.46555062995805,460.34999999999997,87,279,7,110,1,0.30232236559139786
Ficarazzi,2BR_1BT,0.32372841810545966,0.18728422519080085,0.0458235294117647,4.087075517642638,77520,22048.085714285713,16221.799796680221,4715.04,6680.569971428571,540.7266598893407,1162.8,137.28571428571428,1020,5.17,76,7,0.1832393671679198
Bronte,1BR_1BT,0.28630424638357443,0.2723532556930447,0.10907108239095313,2.497025331763233,26617,12159.714285714284,7912.22235184321,3302.3999999999996,3684.393428571428,263.74074506144035,399.255,75.71428571428571,619,6.4,43,7,0.30341758489472354
Realmonte,3BR_2.5BT,0.3537797480167989,0.22245849256831504,0.043301043219076005,5.137485751620699,141581,43254.93333333333,34778.90776170477,8254.32,13106.244799999999,1159.296925390159,2123.715,269.3333333333333,1342,6.52,105.5,3,0.19794303990883894
Torregrotta,2BR_1.5BT,0.3089827344843677,0.09968946686157347,0.061844547563805106,1.611936230250916,69391,11723.8,8232.844960335977,5332.32,3552.3113999999996,274.42816534453254,1040.865,73,862,5.52,80.5,2,0.10276006398524304
Palermo,2BR_1.5BT,0.3618058796080261,0.08391522614132839,0.058361344537815135,1.4378562866548708,114954,14304.98969072165,11762.794040534754,8433.18,4334.41187628866,392.0931346844918,1724.31,89.0721649484536,1428,8.73,80.5,97,0.07173537079556161
Piraino,2BR_2.5BT,0.3531264582361176,0.12369065721956425,0.05520224719101124,2.240681557610669,119482.5,21359.8,17142.52391507233,8387.94,6472.019399999999,571.4174638357442,1792.2375,133,1335,7.81,89.5,1,0.10960218525725525
Marsala,4BR_2.5BT,0.317008866075595,0.1418299224580064,0.06069620253164557,2.3367182219358718,115182,25936.9,18686.880132991133,8718.84,7858.880700000001,622.8960044330378,1727.73,161.5,948,5.98,121.5,2,0.14195177458283412
Riposto,4BR_2.5BT,0.31794213719085396,0.10065306742150362,0.07406054279749479,1.3590646735701264,116397,19272,13925.865608959404,10366.380000000001,5839.416,464.1955202986468,1745.955,120,958,7.11,121.5,1,0.10040318049434263
Tusa,3BR_1BT,0.315142323845077,0.11740949276137229,0.07280172413793104,1.6127295630928578,85376,16327.666666666668,11694.4064006844,7496.16,4947.283,389.81354668948,1280.6399999999999,101.66666666666667,928,6.79,92,3,0.11829722248250878
Trecastagni,3BR_2.5BT,0.3511665888940737,0.30676401510041507,0.04107305936073059,7.46874033429582,138627,57816,46143.28978068128,7773.24,17518.248,1538.1096593560428,2079.4049999999997,360,1314,6.14,105.5,2,0.2756919431279621
Giarre,2BR_1BT,0.3084227718152123,0.15613870247742626,0.04570093457943925,3.4165319356001245,65056,16431.041379310343,11517.516650039423,3948.96,4978.605537931034,383.91722166798075,975.8399999999999,102.3103448275862,856,4.33,76,29,0.1610396557024611
Torrenova,1BR_1.5BT,0.3095426971535231,0.1969175001613739,0.07970046082949309,2.470719718705877,41230,12848,9038.646756882876,3904.5,3892.944,301.2882252294292,618.4499999999999,80,868,6.85,47.5,1,0.20219757458161533
Pozzallo,4BR_4BT,0.33828744750349976,0.10779741535749468,0.054387755102040816,1.9820162673610655,158760,26231.333333333336,20167.569995333644,11016,7948.094000000001,672.2523331777882,2381.4,163.33333333333334,1176,6.8,135,3,0.10016275720164611
Aci Bonaccorsi,1BR_2.5BT,0.40212319178721423,0.15038778290696506,0.02506451612903226,6.000027374666559,105090,19673.5,17979.933212785818,4210.38,5961.0705,599.3311070928606,1576.35,122.5,1860,6.21,56.5,2,0.11548272433152536
Avola,2BR_2.5BT,0.32895473635090994,0.14810798541341,0.06384758364312268,2.3197116783817924,96302,21734.533333333336,16249.267459947116,7593.18,6585.5636,541.6422486649038,1444.53,135.33333333333334,1076,7.07,89.5,6,0.14230690674475435
Ribera,3BR_2BT,0.28443770415305647,0.2024137584736537,0.042495826377295494,4.763144424502792,60499,21048.6375,13606.877559204388,3478.44,6377.7371625,453.56258530681293,907.485,131.0625,599,2.87,101,16,0.2274982286897304
Modica,9BR_10BT,0.3198086794213719,0.39032232709865927,0.054202453987730055,7.201192905159193,263082,151767,110310.00874941671,18205.92,45985.401,3677.0002916472235,3946.23,945,978,5.64,269,1,0.38708603781330536
Sommatino,3BR_1BT,0.2823845076994867,0.18207708629712785,0.10167244367417679,1.7908204004677877,53084,16863,10822.386257582828,6193.4400000000005,5109.489,360.74620858609427,796.26,105,577,5.61,92,1,0.2064134390776882
Pantelleria,1BR_2BT,0.47183854409706016,0.14415623228611646,0.024033371691599543,5.9981693012513855,135564,20813.76,22319.850489967335,5291.52,6306.56928,743.9950163322445,2033.46,129.6,2607,8.48,52,5,0.09201359298928918
Noto,6BR_7BT,0.38831077928138125,0.7081451535261071,0.06462616822429905,10.957560582399635,332128,281531.8,248458.7105692954,26446.079999999994,85304.1354,8281.957018976513,4981.92,1753,1712,11.36,194,1,0.5758193967386067
Chiaramonte Gulfi,2BR_2BT,0.29143723751749884,0.4844899329203192,0.09111275964391692,5.3174762219230605,57290,44692.68571428571,29602.529231384575,6079.200000000001,13541.883771428571,986.7509743794858,859.35,278.2857142857143,674,5.96,85,7,0.5287389063162357
Partinico,4BR_3.5BT,0.2953569762015866,0.3117841073854612,0.0525418994413408,5.934009061350084,93438,47055.8,31586.951819878675,6310.980000000001,14257.9074,1052.8983939959558,1401.57,293,716,4.03,130.5,1,0.33601235685695335
Viagrande,3BR_3.5BT,0.3532197853476435,0.20904506329564052,0.04535928143712574,4.608650240313132,152972,44165,35454.43595426971,9233.279999999999,13381.994999999999,1181.8145318089905,2294.58,275,1336,6.72,114.5,2,0.18623293805402297
Vizzini,3BR_2BT,0.2711852543163789,0.047189828562057126,0.1160284463894967,0.406709130652713,46157,4818,2969.478534764349,6047.88,1459.854,98.9826178254783,692.355,30,457,4.99,101,1,0.0577548584180081
Marsala,7BR_9.5BT,0.317008866075595,0.21336115743910256,0.06069620253164557,3.5152307482146194,220410,72270,52068.706252916476,16684.2,21897.809999999998,1735.6235417638825,3306.15,450,948,5.98,232.5,1,0.21353858717844018
Palermo,3BR_3.5BT,0.3618058796080261,0.14633117032559317,0.05836134453781513,2.507330348271503,163506,33185.799999999996,27288.221726127347,11995.02,10055.297399999998,909.6073908709116,2452.5899999999997,206.63636363636363,1428,8.73,114.5,11,0.1264657725098773
Mascali,2BR_1.5BT,0.3431404573028465,0.08107479750641407,0.10070032573289903,0.8051095854591337,98854,12598.177777777779,9824.873826930057,11437.44,3817.247866666667,327.4957942310019,1482.81,78.44444444444444,1228,11.84,80.5,9,0.07382725950503888
Giarratana,2BR_2BT,0.27463835744283716,0.468469357255731,0.11617408906882593,4.032477129889024,41990,33645.7,21000.90859776015,5508.000000000001,10194.647099999998,700.030286592005,629.85,209.5,494,5.4,85,2,0.5434913765182187
San Pietro Clarenza,2BR_2BT,0.34407372841810546,0.0761399197976325,0.03598546042003231,2.115852316710865,105230,12687.4,9921.36595893607,5365.2,3844.2821999999996,330.71219863120234,1578.45,79,1238,5.26,85,2,0.06903609046849758
Santa Maria di Licodia,2BR_1.5BT,0.299556696220252,0.0798922604408089,0.08513140604467805,0.9384581337571286,61260.5,8833,6013.600676621559,6134.099999999999,2676.399,200.4533558873853,918.9074999999999,55,761,6.35,80.5,1,0.08549870634421855
Canicattì,2BR_2BT,0.290410639290714,0.11591281839306714,0.07803167420814479,1.4854585598647632,56355,11563.2,7631.991600559963,5242.799999999999,3503.6496,254.39972001866545,845.3249999999999,72,663,5.14,85,1,0.12801393665158373
Gela,5BR_2BT,0.29703686420905273,0.1707284187730697,0.05807901907356948,2.9395885381053994,97622,27783.8,18756.392790480633,7134.12,8418.491399999999,625.213093016021,1464.33,173,734,4.47,133,2,0.18337033250701687
Castelbuono,1BR_1BT,0.31756882874475034,0.19459200354037254,0.029276729559748433,6.646644159595968,41022,12323.373333333335,8894.36189920672,1816.3200000000002,3733.98212,296.47872997355734,615.3299999999999,76.73333333333333,954,3.52,43,30,0.19438499374319473
Cinisi,5BR_3.5BT,0.31794213719085396,0.17923202440763272,0.05151356993736952,3.4793167048128097,140347,39025.8,28199.87785814279,9334.98,11824.8174,939.9959286047597,2105.205,243,958,5.31,146.5,1,0.1788123550913094
Caltagirone,5BR_5.5BT,0.2928371441903873,0.9184920054659413,0.08915094339622642,10.302661648612675,113340.5,164454.4,109450.81101259917,11804.52,49829.6832,3648.3603670866387,1700.1074999999998,1024,689,5.98,164.5,1,0.9963306082115395
Mazzarino,4BR_2BT,0.27911805879608026,0.2319275342588309,0.09813653136531367,2.363314975903108,63414,25535.4,16198.616542230518,7174.4400000000005,7737.2262,539.9538847410173,951.2099999999999,159,542,5.11,117,1,0.2656663165862428
Condrò,1BR_1BT,0.2662389174055063,0.33107585426200437,0.19886138613861387,1.6648574199881723,17372,10278.4,6219.341110592628,3715.2000000000003,3114.3552,207.3113703530876,260.58,64,404,7.2,43,1,0.3973903292654847
Santa Margherita di Belice,2BR_1BT,0.2723985067662156,0.5096836019535989,0.15351063829787234,3.3201842400303736,35720,31317,19387.963719085394,6019.2,9489.051,646.2654573028465,535.8,195,470,6.6,76,1,0.5960847984322509
Sortino,3BR_1BT,0.2779048063462436,0.11394429742417966,0.12314744801512288,0.9252672244591456,48668,10278.4,6491.856276248251,6723.36,3114.3552,216.39520920827502,730.02,64,529,6.09,92,2,0.13220236705843674
Sperlinga,2BR_2BT,0.29050396640223985,0.07580393587194983,0.09325301204819277,0.8128845836397722,56440,8030,5301.697386840878,6109.8,2433.09,176.72324622802927,846.6,50,664,5.99,85,1,0.08416566265060241
Paceco,2BR_2BT,0.2989034064395707,0.22771813188824114,0.08431034482758619,2.7009512575701407,64090,23688.5,16092.212144190387,6364.799999999999,7177.6155,536.4070714730129,961.3499999999999,147.5,754,6.24,85,2,0.24262029177718833
Isnello,1BR_1.5BT,0.27015865608959405,0.6824157077803394,0.19486547085201794,3.501983726499038,21185,24893,15284.225968268784,4446,7542.579,509.4741989422928,317.775,155,446,7.8,47.5,1,0.8039955628982771
Campofiorito,2BR_1BT,0.25391973868408774,0.45089927865694324,0.20955882352941177,2.1516597156962907,20672,17264.5,9963.175746616893,4642.08,5231.1435,332.1058582205631,310.08,107.5,272,5.09,76,2,0.5671089638157895
Gaggi,2BR_1.5BT,0.29526364909006064,0.1325146920545488,0.08569930069930069,1.5462750684455715,57557.5,13088.9,8783.355401306579,5796,3965.9366999999997,292.77851337688594,863.3625,81.5,715,6,80.5,2,0.14350172957477306
Siculiana,2BR_1.5BT,0.3100093327111526,0.07371746166670716,0.03833333333333333,1.9230642173923609,70276.5,9154.2,6449.74416705553,3748.08,2773.7226,214.99147223518432,1054.1475,57,873,3.88,80.5,2,0.07579105248553927
Castellammare del Golfo,7BR_7BT,0.3974568362109193,0.26170880105844385,0.04201657458563536,6.228703877919571,380100,120450,108803.80891273916,21672,36496.35,3626.7936304246386,5701.5,750,1810,8.6,210,1,0.20587253354380425
Galati Mamertino,3BR_2BT,0.26390573961735886,0.8874679120651489,0.21360158311345645,4.154781528907312,38279,59582.6,35736.79573028465,8750.64,18053.5278,1191.2265243428217,574.185,371,379,7.22,101,1,1.069904835549518
Lampedusa e Linosa,3BR_2.5BT,0.5450069995333644,0.13550449453990843,0.018441462695370094,7.347817078193485,357750.5,44968,55699.71535230984,11963.699999999999,13625.304,1856.657178410328,5366.2575,280,3391,9.45,105.5,1,0.07261048831518055
Villarosa,2BR_2.5BT,0.2833177788147457,0.2894403987073452,0.07781090289608177,3.7197923161732165,52536.5,25696,16545.75828278115,4875.96,7785.888,551.525276092705,788.0475,160,587,4.54,89.5,1,0.32590797826273166
Sortino,1BR_1BT,0.2779048063462436,0.15311487614751332,0.12314744801512288,1.243345912687613,22747,6263.4,3955.9749183387776,3142.44,1897.8102,131.86583061129258,341.205,39,529,6.09,43,6,0.1769193651910142
Patti,3BR_2.5BT,0.3114092393840411,0.19024553812248732,0.06824324324324324,2.7877564002107054,93684,28105,19891.265165655623,7798.5599999999995,8515.815,663.0421721885208,1405.26,175,888,6.16,105.5,1,0.19409851201912812
Pozzallo,5BR_3BT,0.33828744750349976,0.05647593161797262,0.054387755102040816,1.038394239880172,166992,16060,12347.49183387774,11587.2,4866.18,411.583061129258,2504.88,100,1176,6.8,142,1,0.05203207339273737
Tusa,1BR_1.5BT,0.315142323845077,0.3394141715479202,0.07280172413793103,4.662172160989787,44080,22564.3,16161.286222585162,3870.2999999999997,6836.9829,538.7095407528387,661.1999999999999,140.5,928,6.79,47.5,2,0.34179031533575316
Calatabiano,5BR_3BT,0.2982501166588894,0.40315651019026844,0.0964859437751004,4.178396297081242,106074,67692.9,45885.034822678484,11825.76,20510.948699999997,1529.5011607559495,1591.11,421.5,747,6.94,142,2,0.42980222580462696
Ribera,5BR_3BT,0.28443770415305647,0.633939627137975,0.0424958263772955,14.917691481266823,85058,88330,57100.86910872609,4890.4800000000005,26763.989999999998,1903.362303624203,1275.87,550,599,2.87,142,1,0.7088121046815115
Piazza Armerina,1BR_2BT,0.29087727484834347,0.19182242898710283,0.08452095808383234,2.269525018834302,34736,11242,7431.914372375176,3456.96,3406.326,247.7304790791725,521.04,70,668,5.54,52,2,0.21057790188853062
San Salvatore di Fitalia,3BR_2BT,0.25149323378441435,0.2707126168781589,0.34304878048780485,0.7891373830077864,24846,12848,7343.602426504899,8896.08,3892.944,244.7867475501633,372.69,80,246,7.34,101,1,0.3454224422442244
Modica,4BR_5BT,0.3198086794213719,0.3287287027448,0.05420245398773006,6.06483062223004,140832,68897.4,50077.242067195526,9745.92,20875.9122,1669.241402239851,2112.48,429,978,5.64,144,1,0.32598420671438305
Ferla,3BR_2BT,0.2687587494167056,0.6646544570717101,0.13395591647331784,4.961740209541996,43531,50107.2,30606.24638357443,6484.199999999999,15182.4816,1020.2082127858143,652.965,312,431,5.35,101,1,0.7872953389538491
Balestrate,4BR_3BT,0.3258749416705553,0.4921588960362725,0.0483940556088207,10.169821269258689,131418,93094.46666666666,68948.0770337533,8331.119999999999,28207.623399999997,2298.2692344584434,1971.27,579.6666666666666,1043,5.51,126,3,0.47874395643417694
Calatabiano,4BR_6BT,0.2982501166588894,0.2842413175056543,0.09648594377510042,2.945934986843201,114291,52195,35379.92008866076,12741.840000000002,15815.085,1179.3306696220252,1714.365,325,747,6.94,153,1,0.30330953443403247
