city,house_type,adjusted_occupancy_rate,adj_airbnb_yroi,rent_yroi,roi_ratio,house_price,annual_airbnb_rent,adj_airbnb_new,annual_rent,service_cost,service_cost_new,local_annual_taxes,price_per_night,buy_eur_m2,rent_eur_m2,house_size,number_airbnb_house,airbnb_yroi_original
Rosolini,2BR_2BT,0.29946336910872606,0.17015149487110215,0.13042105263157897,1.3046321237090155,64600,18179.920000000002,12373.227484834344,9394.2,5508.51576,412.4409161611448,969,113.2,760,9.21,85,5,0.18115176842105266
Pietraperzia,5BR_2BT,0.27827811479234715,0.33126597510156663,0.10545028142589116,3.1414423045838458,70889,40150,25392.87797480168,8538.599999999999,12165.449999999999,846.4292658267226,1063.335,250,533,5.35,133,1,0.3797657605552343
Naso,2BR_1.5BT,0.29946336910872606,0.22678640442531392,0.09363157894736843,2.4221144935812053,61180,22484,15302.578161455902,6646.08,6812.652,510.08593871519673,917.6999999999999,140,760,6.88,80.5,1,0.24115148741418763
Monforte San Giorgio,1BR_1BT,0.2863975734951003,0.1773600331443687,0.14777419354838708,1.2002097855218141,26660,8150.45,5305.157052029865,4339.5599999999995,2469.58635,176.83856840099548,399.9,50.75,620,8.41,43,4,0.1980856582895724
Monreale,2BR_2.5BT,0.3255949603359776,0.13310582961565634,0.0576923076923077,2.307167713338043,93080,19272,14261.05926271582,6766.200000000001,5839.416,475.3686420905273,1396.2,120,1040,6.3,89.5,1,0.12931224752900727
Santa Flavia,2BR_2BT,0.3513532431171255,0.12370656237625935,0.05211246200607904,2.373838379806901,111860,20100.35789473684,16050.740759387969,7507.200000000001,6090.408442105262,535.024691979599,1677.8999999999999,125.15789473684211,1316,7.36,85,19,0.11024539113741802
Paternò,3BR_2BT,0.2948903406439571,0.146552635627952,0.05672995780590717,2.5833376455057366,71811,17906.9,12001.299638357443,5151,5425.7907000000005,400.0433212785814,1077.165,111.5,711,4.25,101,2,0.15880497834593585
Giarre,3BR_1.5BT,0.3084227718152123,0.14176962766936982,0.04570093457943926,3.1021165972643288,82604,19111.4,13396.343093793748,5014.14,5790.7542,446.54476979312494,1239.06,119,856,4.33,96.5,4,0.1462590891482253
Favignana,2BR_1.5BT,0.514302379841344,0.08607822622627358,0.012237099934683218,7.034201459963961,246491,22050.380000000005,25774.006614559035,6713.700000000001,6681.265140000001,859.1335538186345,3697.365,137.3,3062,6.95,80.5,10,0.047351626874814916
Campobello di Mazara,2BR_2.5BT,0.32372841810545966,0.12263215526384486,0.16323529411764703,0.7512600502649956,91290,17666,12997.695986934204,16271.099999999999,5352.798,433.25653289780684,1369.35,110,1020,15.15,89.5,1,0.11988007448789573
Malfa,4BR_3BT,0.4831311245916939,0.07625097979601765,0.017507331378299122,4.355374222854609,343728,29550.4,32447.08632757816,11173.68,8953.771200000001,1081.5695442526053,5155.92,184,2728,7.39,126,2,0.044921300563236045
Mascali,3BR_2BT,0.3431404573028465,0.10120229646938514,0.10070032573289901,1.0049847975449213,124028,19117.824000000004,14909.31561362576,14350.079999999998,5792.700672000001,496.9771871208587,1860.4199999999998,119.04,1228,11.84,101,25,0.09243641216499503
Siculiana,3BR_1BT,0.3100093327111526,0.08850370527782504,0.03833333333333333,2.308792311595436,80316,12205.6,8599.658889407374,4283.5199999999995,3698.2968,286.65529631357913,1204.74,76,873,3.88,92,4,0.09092289456646248
Santo Stefano di Camastra,3BR_3BT,0.3094493700419972,0.1910724493170519,0.04437716262975778,4.305648175643509,95370,28908,20330.823611759213,5662.799999999999,8759.124,677.6941203919738,1430.55,180,867,4.29,110,1,0.19627058823529414
Sinagra,2BR_1BT,0.2987167522165189,0.19892214409328043,0.0951063829787234,2.09157511686447,57152,18629.6,12647.66728884741,6292.799999999999,5644.7688,421.588909628247,857.28,116,752,6.9,76,6,0.21219819428891373
Graniti,5BR_4BT,0.2814512365842277,0.7563196719488317,0.11029100529100529,6.857491868473456,85617,106799,68315.25139990667,10727.039999999999,32360.096999999998,2277.175046663556,1284.2549999999999,665,567,5.92,151,1,0.8544406835091162
Falcone,3BR_1.5BT,0.30720951936537566,0.09159562382010136,0.11183274021352313,0.8190412185663798,81349.5,12848,8970.51796546897,10317.78,3892.944,299.0172655156323,1220.2425,80,843,8.91,96.5,1,0.09508126663347655
Ficarazzi,1BR_1BT,0.32372841810545966,0.12649730070941517,0.04582352941176471,2.760531594428829,43860,8725.933333333334,6420.074078394775,2667.7200000000003,2643.9578,214.00246927982582,657.9,54.333333333333336,1020,5.17,43,3,0.1236679328165375
Bagheria,2BR_2BT,0.31224918338777413,0.10230548619384931,0.07222408026755853,1.4165010591322502,76245,13037.800000000001,9252.369098120731,6650.4,3950.4534000000003,308.41230327069104,1143.675,81.18181818181819,897,6.52,85,11,0.10418613154960982
Lascari,6BR_3BT,0.34836677554829676,0.09405779957348637,0.05621495327102804,1.6731811395449778,202872,28908,22887.6971535231,14447.52,8759.124,762.92323845077,3043.08,180,1284,7.62,158,1,0.08431817106352775
Letojanni,1BR_2.5BT,0.4118292113859076,2.242532889096417,0.05141547861507128,43.61591002362214,110966,276874.4,259147.6495566962,7369.86,83892.94320000001,8638.254985223208,1664.49,1724,1964,10.87,56.5,1,1.7241043815222683
Piraino,5BR_4BT,0.3531264582361176,0.11294166513858771,0.05520224719101124,2.0459613672571355,201585,33244.2,26680.469552029866,14151.72,10072.9926,889.3489850676622,3023.775,207,1335,7.81,151,1,0.09994509710543938
Castelvetrano,4BR_2BT,0.29647690153989736,0.22919255732836702,0.06000000000000002,3.8198759554727824,85176,31932.633333333335,21516.564065173436,6388.200000000001,9675.5879,717.2188021724478,1277.6399999999999,198.83333333333334,728,4.55,117,12,0.24630653509595818
Malfa,4BR_2BT,0.4831311245916939,0.09715630459878424,0.017507331378299122,5.5494639645201715,319176,33726,37032.000699953336,10375.56,10218.978,1234.400023331778,4787.639999999999,210,2728,7.39,117,1,0.05864909015715468
Modica,3BR_3BT,0.3198086794213719,0.45425548676150573,0.054202453987730055,8.380718091921386,107580,71849.96923076922,52223.28130945116,7444.799999999999,21770.540676923072,1740.776043648372,1613.7,447.38461538461536,978,5.64,110,13,0.4505087242409941
San Pier Niceto,1BR_1.5BT,0.2644657022865142,0.29115113697364353,0.23809090909090908,1.222857009053104,18287.5,9636,5791.798880074662,4628.4,2919.708,193.0599626691554,274.3125,60,385,8.12,47.5,2,0.3522613533834586
Castiglione di Sicilia,2BR_2.5BT,0.29741017265515635,0.048548604917509806,0.07914634146341465,0.6134030205293995,66051,6424,4342.188520765283,6218.460000000001,1946.472,144.73961735884276,990.765,40,738,5.79,89.5,1,0.052788950962135324
Floridia,2BR_1.5BT,0.2933037797480168,0.13550651029911015,0.06609510086455331,2.0501748015605505,55867,13048.75,8698.290218152124,4530.54,3953.77125,289.9430072717375,838.005,81.25,694,4.69,80.5,4,0.1477969776433315
Balestrate,5BR_3.5BT,0.3258749416705553,0.1671017028491682,0.048394055608820694,3.4529386046891033,152799.5,38865.2,28784.53359776015,9686.579999999998,11776.155599999998,959.4844532586717,2291.9925,242,1043,5.51,146.5,2,0.16228490211028176
Naso,2BR_1BT,0.29946336910872606,0.08038519103150896,0.09363157894736841,0.8585264921858743,57760,8374.142857142859,5699.429621358576,6274.5599999999995,2537.365285714286,189.9809873786192,866.4,52.142857142857146,760,6.88,76,7,0.08605224327265534
Cattolica Eraclea,2BR_1.5BT,0.31084927671488566,0.08540801003354845,0.03602040816326531,2.371100561837889,71001,10439,7374.899090060662,3622.5,3163.017,245.82996966868873,1065.0149999999999,65,882,3.75,80.5,1,0.08747719046210618
Pettineo,2BR_1.5BT,0.29787680821278584,0.03420164651619698,0.09159488559892329,0.3734012689961701,59811.5,4496.8,3044.3009799346714,6375.599999999999,1362.5304,101.47669933115571,897.1725,28,743,6.6,80.5,1,0.037402457721341216
Marsala,5BR_1BT,0.317008866075595,0.08966553049292199,0.060696202531645586,1.477284026890685,117552,17666,12727.905972935137,8898.240000000002,5352.798,424.26353243117126,1763.28,110,948,5.98,124,1,0.08974685245678508
Castelvetrano,3BR_1BT,0.29647690153989736,0.16987758977876366,0.06,2.8312931629793945,66976,19010.28148148148,12809.33943416118,5023.2,5760.115288888888,426.977981138706,1004.64,118.37037037037037,728,4.55,92,27,0.18283454062041019
Solarino,2BR_2BT,0.2934904339710686,0.10337027888908713,0.09206896551724139,1.1227483474844668,59160,10860.575,7244.2610680121325,6334.200000000001,3290.754225,241.47536893373774,887.4,67.625,696,6.21,85,8,0.11295505028735633
Randazzo,3BR_2BT,0.2875174988334111,0.08671275348294796,0.10386075949367088,0.8348942748510529,63832,10278.4,6716.408772748483,7587.12,3114.3552,223.88029242494943,957.48,64,632,6.26,101,1,0.09723281112921418
Rosolini,5BR_1BT,0.29946336910872606,0.02984747824017919,0.13042105263157897,0.228854756482407,94240,6424,4372.1651889874,13704.480000000003,1946.472,145.73883963291334,1413.6,40,760,9.21,124,1,0.03251196943972836
Canicattì,4BR_4.5BT,0.290410639290714,0.5389421327862757,0.0780316742081448,6.906709848986194,92488.5,80300,52999.9416705553,8604.36,24330.899999999998,1766.6647223518432,1387.3274999999999,500,663,5.14,139.5,1,0.5901465857917472
Reitano,8BR_9BT,0.3377274848343444,0.2542278852455094,0.053102564102564094,4.787487940403123,285480,103587,79509.49311712553,19441.92,31386.861,2650.3164372375177,4282.2,645,1170,6.64,244,1,0.23790787095418242
Trappeto,2BR_1BT,0.3198086794213719,0.12335448704220259,0.06315950920245399,1.9530627865836836,74328,14636.3027027027,10638.21963400638,5809.4400000000005,4434.799718918918,354.607321133546,1114.9199999999998,91.13513513513513,978,6.37,76,74,0.12224979797362748
Randazzo,3BR_3BT,0.2875174988334111,0.5730701995761975,0.10386075949367089,5.517677729009092,69520,64721.8,42292.38649090061,8263.2,19610.7054,1409.7462163633536,1042.8,403,632,6.26,110,1,0.6338937658227848
Castiglione di Sicilia,2BR_2BT,0.29741017265515635,0.2000338662600432,0.07914634146341462,2.5273924550575573,62730,20644.399999999998,13954.214928095702,5905.799999999999,6255.253199999999,465.14049760319006,940.9499999999999,128.54545454545453,738,5.79,85,11,0.2143822222222222
Pachino,2BR_1.5BT,0.32391507232851147,0.1530890252589096,0.06730919765166339,2.274414650597553,82271,19432.6,14305.709169388709,6771.66,5888.077799999999,476.85697231295694,1234.065,121,1022,7.01,80.5,14,0.149633007985803
Roccalumera,3BR_1BT,0.3476201586560896,0.14172104484865697,0.05468652037617555,2.591516956533194,117392,24090,19032.203686420904,8180.64,7299.2699999999995,634.4067895473635,1760.8799999999999,150,1276,7.41,92,1,0.12803129685157422
Falcone,2BR_2.5BT,0.30720951936537566,0.17463897433246525,0.11183274021352312,1.561608648764447,75448.5,21199.2,14801.3546430238,9569.34,6423.3576,493.37848810079333,1131.7275,132,843,8.91,89.5,1,0.1808401081532436
Caltanissetta,2BR_1BT,0.2980634624358376,0.1332215587193516,0.05490604026845637,2.426355243757901,56620,12815.88,8681.694470368642,3958.08,3883.2116399999995,289.38981567895473,849.3,79.8,745,4.34,76,5,0.14276524832214765
Ribera,4BR_4BT,0.28443770415305647,0.4193744036196278,0.04249582637729549,9.86860215156775,80865,56210,36336.91670555296,4649.4,17031.63,1211.2305568517654,1212.975,350,599,2.87,135,1,0.46949106535583995
Carini,2BR_2BT,0.3435137657489501,0.0916590190721597,0.051136363636363626,1.7924430396333457,104720,14799.907692307695,11554.48187300334,6925.799999999999,4484.372030769232,385.149395766778,1570.8,92.15384615384616,1232,6.79,85,26,0.08350587912087913
Ribera,4BR_2.5BT,0.28443770415305647,0.35732091738825233,0.04249582637729551,8.40837672424133,72778.5,43362,28031.335744283715,4184.460000000001,13138.686,934.3778581427905,1091.6775,270,599,2.87,121.5,1,0.4002780560192914
Catania,4BR_1.5BT,0.34631357909472704,0.0374997319522871,0.06981774960380349,0.5371088607852266,141975,9796.6,7710.671838544097,12042,2968.3698,257.02239461813656,2129.625,61,1262,8.92,112.5,1,0.03309459552738158
Noto,4BR_2BT,0.38831077928138125,0.17397199454449394,0.06462616822429906,2.691974463667513,200304,44369.399999999994,39157.0824778348,15949.439999999999,13443.928199999998,1305.2360825944934,3004.56,276.27272727272725,1712,11.36,117,11,0.13939268212317274
Caltagirone,4BR_5BT,0.2928371441903873,0.21098197003251795,0.08915094339622644,2.3665702458673965,99216,34850.2,23194.166005599625,10333.440000000002,10559.610599999998,773.1388668533208,1488.24,217,689,5.98,144,1,0.22982532454442828
Castellammare del Golfo,4BR_4BT,0.3974568362109193,0.30092308012434726,0.04201657458563536,7.162008876069277,244350,88405.57647058823,79857.72892591475,13932,26786.889670588233,2661.9242975304915,3665.25,550.4705882352941,1810,8.6,135,17,0.23717387681604254
Castellammare del Golfo,3BR_1.5BT,0.3974568362109193,0.08239620422109725,0.042016574585635354,1.9610404949399876,174665,19482.015384615384,17598.318631322018,9958.8,5903.050661538461,586.6106210440672,2619.975,121.3076923076923,1810,8.6,96.5,13,0.06274290626672156
Porto Empedocle,3BR_2BT,0.31728884741017266,0.07838789073622826,0.03850157728706625,2.035965699580857,96051,12868.075,9279.310648040131,5138.88,3899.026725,309.310354934671,1440.7649999999999,80.125,951,4.24,101,8,0.07837797914649511
Merì,1BR_1BT,0.28443770415305647,0.17981908467989952,0.13104340567612688,1.3722100990287256,25757,8030,5190.988100793281,3761.6400000000003,2433.09,173.03293669310935,386.35499999999996,50,599,7.29,43,1,0.20229665721939669
Trapani,4BR_2BT,0.3153289780681288,0.20790570007706072,0.07016129032258064,2.9632536562707505,108810,35010.8,25090.72678488101,9266.4,10608.2724,836.3575594960337,1632.1499999999999,218,930,6.6,117,3,0.20926732469442147
Zafferana Etnea,1BR_1BT,0.3214885674288381,0.21122988065894766,0.05608433734939759,3.766290031083277,42828,13717.916666666668,10023.075857442838,3044.4,4156.52875,334.1025285814279,642.42,85.41666666666667,996,5.9,43,12,0.2082508619750319
Ramacca,1BR_1BT,0.2919972001866542,0.515282660486033,0.07129411764705881,7.227562069523566,29240,24170.3,16040.136199253382,2523.24,7323.6008999999995,534.6712066417793,438.59999999999997,150.5,680,4.89,43,2,0.5611524999999999
Calatafimi-Segesta,5BR_1BT,0.2872375174988334,0.08895094185086933,0.0985135135135135,0.9029313713256969,77996,12848,8387.335510965935,8853.6,3892.944,279.57785036553116,1169.94,80,629,5.95,124,1,0.09981429816913688
Partanna,1BR_1BT,0.2672655156322912,0.3179174286484945,0.14374698795180724,2.2116458450947145,17845,10117.8,6145.770531964536,2832.84,3065.6933999999997,204.8590177321512,267.675,63,415,5.49,43,9,0.38018669655365644
Realmonte,1BR_1BT,0.3537797480167989,0.1703077031502133,0.043301043219076,3.933108546336023,57706,13758.066666666668,11062.10308757194,3364.3199999999997,4168.6942,368.73676958573134,865.5899999999999,85.66666666666667,1342,6.52,43,48,0.15117635023509976
Forza d'Agrò,3BR_2BT,0.31504899673355113,0.07428210915225053,0.06487055016181228,1.1450821515612581,93627,12077.12,8647.464862342511,7478.039999999999,3659.36736,288.24882874475037,1404.405,75.2,927,6.17,101,5,0.07490731989703826
Aci Catena,5BR_5BT,0.32512832477834813,0.3549178928530369,0.06453623188405798,5.49951372262734,165600,85760.4,63370.76178254784,13171.2,25985.401199999997,2112.358726084928,2484,534,1035,6.86,160,1,0.3459601376811594
Milo,6BR_6.5BT,0.31112925804946334,0.4353461083851459,0.06188135593220338,7.035174033065903,167707.5,110492.8,78130.77928138124,12893.579999999998,33479.3184,2604.3593093793747,2515.6124999999997,688,885,5.67,189.5,1,0.4442131037669752
Buseto Palizzolo,4BR_3.5BT,0.27557162855809614,0.09882922722847283,0.20833333333333337,0.4743802906966695,65772,12366.2,7744.940620625292,14689.080000000002,3746.9586,258.1646873541764,986.5799999999999,77,504,9.38,130.5,1,0.11604727543635592
Taormina,4BR_2BT,0.49937004199720014,0.11862448854843632,0.04301516195727084,2.757736647981753,339534,41354.5,46934.541822211846,19698.12,12530.413499999999,1564.4847274070614,5093.01,257.5,2902,14.03,117,8,0.06989307845458777
Caltavuturo,3BR_3BT,0.2835044330377975,0.05293196205331265,0.1082597623089983,0.4889347706328104,64790,7066.4,4553.081194587027,7986,2141.1191999999996,151.7693731529009,971.8499999999999,44,589,6.05,110,1,0.06101915110356537
Floridia,3BR_1BT,0.2933037797480168,0.4164134047778852,0.06609510086455331,6.300215890905872,63848,42746.36666666667,28494.706622336293,5177.76,12952.1491,949.8235540778765,957.7199999999999,266.1666666666667,694,4.69,92,6,0.45164292642943654
Falcone,2BR_1BT,0.30720951936537566,0.12578649575793402,0.11183274021352313,1.1247734385991872,64068,13364.214285714284,9330.940562295846,8125.92,4049.356928571428,311.0313520765282,961.02,83.21428571428571,843,8.91,76,14,0.1303901691506346
Mascalucia,1BR_1.5BT,0.35125991600559964,0.1387731606143652,0.04595817490494297,3.0195533417372418,62462.5,12446.5,9936.2648740084,3807.6000000000004,3771.2895,331.20882913361334,936.9375,77.5,1315,6.68,47.5,2,0.12388670002001202
Sinagra,1BR_1BT,0.2987167522165189,0.14960168184242387,0.0951063829787234,1.5729930753006538,32336,8110.3,5506.096535230984,3560.3999999999996,2457.4209,183.53655117436614,485.03999999999996,50.5,752,6.9,43,2,0.15981689448292924
Siracusa,2BR_1BT,0.34435370975268315,0.1259475948184447,0.07221998388396454,1.7439438233717142,94316,17571.717412935322,13752.013813341133,8226.24,5324.2303761194025,458.40046044470444,1414.74,109.41293532338308,1241,9.02,76,603,0.11485587850222573
Patti,4BR_2BT,0.3114092393840411,0.30755376326917394,0.06824324324324323,4.506728412261164,103896,48983,34667.63357442837,8648.64,14841.849,1155.587785814279,1558.44,305,888,6.16,117,3,0.313608906983907
Scicli,4BR_1.5BT,0.35060662622491834,0.05645759356217345,0.09802752293577982,0.5759361439660183,147150,13651,10877.570578628092,16632,4136.253,362.58568595426976,2207.25,85,1308,12.32,112.5,2,0.04966019028202514
Castelvetrano,2BR_2.5BT,0.29647690153989736,0.8712273198403305,0.06,14.520455330672176,65156,88651.2,59734.166122258524,4886.7,26861.313599999998,1991.1388707419508,977.3399999999999,552,728,4.55,89.5,3,0.933337626619191
Santa Venerina,4BR_3.5BT,0.31411572561829215,0.4017656846625832,0.07385496183206106,5.439928133415856,119668.5,72270,51593.50793280449,10633.14,21897.809999999998,1719.7835977601496,1795.0275,450,917,6.79,130.5,1,0.40593107208663937
Sant'Angelo di Brolo,3BR_1BT,0.2719318712085861,0.44140810919991963,0.18680645161290324,2.362916833914265,42780,32682.1,20198.419563695752,8633.28,9902.6763,673.2806521231918,641.6999999999999,203.5,465,7.82,92,2,0.5174783473585788
Avola,2BR_3BT,0.32895473635090994,0.3713365040730846,0.0638475836431227,5.815983673691979,101144,54068.66666666667,40423.054518587654,7974.960000000001,16382.806,1347.4351506195885,1517.1599999999999,336.6666666666667,1076,7.07,94,3,0.35759610720029533
Solarino,7BR_6BT,0.2934904339710686,0.24407547636680493,0.09206896551724138,2.651007046680653,139896,56210,37493.402939804015,14978.52,17031.63,1249.780097993467,2098.44,350,696,6.21,201,1,0.2650535397724023
Messina,1BR_1.5BT,0.3263415772281848,0.10944269251966392,0.07248091603053435,1.5099518399237466,49780,8640.28,6408.369552029865,4354.799999999999,2618.00484,213.6123184009955,746.6999999999999,53.8,1048,7.64,47.5,5,0.10597780554439537
Castelmola,4BR_3BT,0.3424871675221652,0.2182835693836627,0.11384520884520885,1.9173715925143133,153846,47698.2,37127.32139524032,19822.32,14452.5546,1237.5773798413438,2307.69,297,1221,13.11,126,1,0.20109691119691117
Giarratana,3BR_4BT,0.27463835744283716,0.3130272829658728,0.11617408906882593,2.6944672902098126,58786,31959.4,19948.35709286048,7711.200000000001,9683.6982,664.9452364286826,881.79,199,494,5.4,119,1,0.36392868710237136
Sciacca,7BR_6BT,0.322515165655623,0.33918875630665024,0.04374875868917577,7.753105835905045,202407,101178,74162.3623425105,11891.16,30656.933999999997,2472.07874475035,3036.105,630,1007,4.93,201,1,0.3334121893017534
Petrosino,3BR_3BT,0.3199020065328978,0.45665420268605117,0.1157865168539326,3.9439324637611404,107690,72270,52543.90457302846,14084.400000000001,21897.809999999998,1751.4634857676153,1615.35,450,979,10.67,110,1,0.4527517875383044
Sciacca,3BR_1BT,0.322515165655623,0.09134443112220077,0.043748758689175764,2.087931951879609,92644,13904.57894736842,10191.90359677776,5442.719999999999,4213.087421052631,339.730119892592,1389.6599999999999,86.57894736842105,1007,4.93,92,19,0.08961002899611188
Aci Catena,1BR_1.5BT,0.32512832477834813,0.08066967778891868,0.06453623188405798,1.2499905159297975,49162.5,6584.6,4865.54538030798,3910.2000000000003,1995.1338,162.184846010266,737.4375,41,1035,6.86,47.5,1,0.07835298652428173
Torrenova,7BR_4BT,0.3095426971535231,0.29440823537905514,0.07970046082949309,3.6939339160020217,158844,72270,50842.38800746617,15042.599999999999,21897.809999999998,1694.746266915539,2382.66,450,868,6.85,183,1,0.30211736042910026
Nicolosi,1BR_1BT,0.3415538964069062,0.17723968061332743,0.06813790255986789,2.601190731657753,52073,13340.506666666666,10355.686436459791,4329.240000000001,4042.17352,345.18954788199306,781.095,83.06666666666666,1211,8.39,43,30,0.1635634233992024
Lascari,3BR_3BT,0.34836677554829676,0.1755867667091806,0.056214953271028045,3.123488618101799,141240,35171.4,27846.698203453103,10058.400000000001,10656.9342,928.2232734484368,2118.6,219,1284,7.62,110,1,0.1585660280373832
Campofelice di Roccella,3BR_2BT,0.38308446103593097,0.13061073784497076,0.06920289855072463,1.8873593531524573,167256,28937.199999999997,25194.071967929412,14083.439999999999,8767.971599999999,839.8023989309804,2508.8399999999997,180.1818181818182,1656,11.62,101,44,0.10558896780982446
Furnari,6BR_6BT,0.348180121325245,0.09584793313161188,0.08590483619344773,1.1157454851060242,237170,34368.4,27196.34927671489,23931.6,10413.6252,906.5449758904963,3557.5499999999997,214,1282,10.78,185,1,0.08600255006957035
Balestrate,3BR_2.5BT,0.3258749416705553,0.120317378129674,0.048394055608820714,2.486201592654779,110036.5,20797.7,15403.293805412974,6975.66,6301.7031,513.4431268470992,1650.5475,129.5,1043,5.51,105.5,6,0.11673807691084323
Calatafimi-Segesta,1BR_1BT,0.2872375174988334,0.3376928540152388,0.0985135135135135,3.4278835661354834,27047,15116.475,9868.224437120858,3070.2,4580.2919249999995,328.94081457069524,405.705,94.125,629,5.95,43,8,0.374550895663105
Augusta,5BR_3BT,0.31616892207186187,0.43699083124105353,0.06666134185303514,6.555386061751726,133338,86764.15,62345.74495450303,10888.56,26289.537449999996,2078.1914984834343,2000.07,540.25,939,6.39,142,4,0.4385437200947967
Cefalù,1BR_1BT,0.4606392907139524,0.18887458341783506,0.03267189384800965,5.780949959512101,106941,21543.798675496688,22554.363957193138,5098.08,6527.770998675496,751.8121319064379,1604.115,134.1456953642384,2487,9.88,43,302,0.1254141318747832
Partinico,6BR_6BT,0.2953569762015866,0.37837077773086136,0.052541899441340786,7.201315174250311,132460,80300,53902.648156789546,8946.6,24330.899999999998,1796.7549385596515,1986.8999999999999,500,716,4.03,185,1,0.4075358598822286
Augusta,4BR_4.5BT,0.31616892207186187,0.4224519636361537,0.06666134185303514,6.33728562751575,130990.5,82494.86666666665,59277.98425104992,10696.86,24995.944599999995,1975.9328083683306,1964.8574999999998,513.6666666666666,939,6.39,139.5,3,0.4239549018185797
San Giovanni la Punta,3BR_1BT,0.3589127391507233,0.13279696180909423,0.044441660701503224,2.988118799183452,128524,24090,19650.4724685021,7639.68,7299.2699999999995,655.01574895007,1927.86,150,1397,6.92,92,1,0.11564275932899691
Ispica,3BR_5.5BT,0.32867475501633225,0.6359134515968526,0.11595992544268406,5.483907040895502,142172.5,128158.8,95733.0958936071,18618.9,38832.1164,3191.10319645357,2132.5875,798,1073,11.71,132.5,1,0.6132979028996466
Gela,3BR_2.5BT,0.29703686420905273,0.045903738671167975,0.05807901907356947,0.7903669759473915,77437,7227,4878.830494633691,5659.0199999999995,2189.781,162.62768315445638,1161.555,45,734,4.47,105.5,1,0.050049252941100505
Torregrotta,2BR_1BT,0.3089827344843677,0.09566355235701482,0.061844547563805106,1.546838906992061,65512,10679.9,7499.783422771815,5034.24,3236.0096999999996,249.99278075906048,982.68,66.5,862,5.52,76,8,0.09862636310904872
Gioiosa Marea,2BR_1BT,0.3468735417638824,0.08942676363651156,0.05768138801261829,1.550357346063668,96368,13205.335,10410.412094610358,7004.16,4001.2165049999994,347.0137364870119,1445.52,82.225,1268,7.68,76,40,0.08051011222605012
Scicli,3BR_4BT,0.35060662622491834,0.2871405788099066,0.09802752293577982,2.929183255992496,155652,61054.76666666667,48650.46762715819,17592.96,18499.5943,1621.6822542386064,2334.7799999999997,380.1666666666667,1308,12.32,119,6,0.25839945755060434
Palazzolo Acreide,1BR_1BT,0.2975968268782081,0.27491774919803175,0.08764864864864863,3.136588566243348,31820,14109.857142857143,9543.292530497967,3266.2799999999997,4275.286714285714,318.1097510165989,477.29999999999995,87.85714285714286,740,6.33,43,35,0.29406883810721024
Taormina,1BR_1.5BT,0.49937004199720014,0.16035777979489027,0.04301516195727084,3.7279362089623618,137845,22032.79047619048,25005.717057751706,7997.099999999999,6675.935514285715,833.5239019250569,2067.6749999999997,137.1904761904762,2902,14.03,47.5,21,0.09640668839569637
Noto,5BR_4BT,0.38831077928138125,1.4283416639728415,0.06462616822429906,22.101599138842232,258512,437367.3333333334,385987.3864520143,20584.32,132522.302,12866.246215067144,3877.68,2723.3333333333335,1712,11.36,151,3,1.1642297120958924
Agrigento,4BR_2BT,0.31327578161455905,0.19309167943008068,0.06535242290748898,2.9546215861562737,106236,32120,22869.13205786281,8536.32,9732.36,762.3044019287604,1593.54,200,908,6.08,117,2,0.19573496743100266
Palermo,6BR_4.5BT,0.3618058796080261,0.2833334403880688,0.05836134453781515,4.854813449413991,244902,91916.73333333334,75581.85125991602,17966.340000000004,27850.7702,2519.3950419972007,3673.5299999999997,572.3333333333334,1428,8.73,171.5,3,0.2465983664213985
Castelvetrano,2BR_4BT,0.29647690153989736,0.4732698535598416,0.05999999999999999,7.887830892664027,74984,56210,37874.92417172189,5623.799999999999,17031.63,1262.4974723907296,1124.76,350,728,4.55,103,1,0.5074897311426437
Palermo,1BR_2.5BT,0.3618058796080261,0.15192486443121386,0.058361344537815135,2.6031762227954567,80682,16943.3,13932.239909006066,5918.9400000000005,5133.8198999999995,464.4079969668689,1210.23,105.5,1428,8.73,56.5,6,0.13137069110830174
Campofelice di Roccella,6BR_4BT,0.38308446103593097,0.17121399431148457,0.06920289855072465,2.4740870382183107,276552,61188.6,53273.64057396174,23286.48,18540.1458,1775.788019132058,4148.28,381,1656,11.62,167,3,0.13921495487286298
Caltagirone,5BR_5BT,0.2928371441903873,0.2675816016973445,0.08915094339622641,3.0014444211553992,110240,48420.9,32225.99562529165,11481.6,14671.5327,1074.1998541763883,1653.6,301.5,689,5.98,160,2,0.2911444784107402
Custonaci,3BR_1.5BT,0.3520065328978068,0.18609610775503466,0.09094104308390022,2.046337950878202,127669.5,33198.31428571429,26559.14434037731,13525.439999999999,10059.089228571429,885.3048113459103,1915.0425,206.71428571428572,1323,11.68,96.5,7,0.16624317129105118
Noto,3BR_1BT,0.38831077928138125,0.11111594535310562,0.06462616822429906,1.719364591870181,157504,23284.02592592593,20548.723300236776,12541.439999999999,7055.059855555556,684.9574433412258,2362.56,144.9814814814815,1712,11.36,92,54,0.08803843756584198
Agrigento,3BR_4BT,0.31327578161455905,0.43033368067612304,0.065352422907489,6.584816010345799,108052,69914.53333333333,49778.47744594805,8682.24,21184.1036,1659.2825815316016,1620.78,435.3333333333333,908,6.08,119,3,0.4359905391231382
